,input,label
3058," Steve Tibbetts plays acoustic and electric guitar as well as exotic percussive instruments such as the kendang and kalimba. Neotribalism (a.k.a. neo-tribalism and modern tribalism) is a sociological concept which postulates that human beings have evolved to live in tribal society, as opposed to mass society, and thus will naturally form social networks constituting new ""tribes"".",hallucination
4819," Muhammad Ali: The Glory Years is a 2003 biography of Muhammad Ali co-authored by Don Atyeo and Felix Dennis. The book's coverage of Ali's boxing matches has been praised while the chapter on his fight with George Foreman has been described as ""an absolute classic."" Nicknamed ""Big George"", he is a two-time world heavyweight champion and an Olympic gold medalist.",hallucination
3948," In 1927, under the administration of Hosni Mubarak, the law was changed to also allow Egyptian Governors to grant permits.Muhammad Hosni El Sayed Mubarak (Arabic: محمد حسني السيد مبارك‎ , ] , ""Muḥammad Ḥusnī Sayyid Mubārak ""; born in May) is a former Egyptian military and political leader who served as the fourth President of Egypt from January until February",hallucination
568," ""Say Hello 2 Heaven"" is a song by the American rock band Pearl Jam. Written by vocalist Chris Cornell, ""Say Hello 2 Heaven"" was released in 1991 as the second single from the band's sole studio album, ""Pearl Jam (1987)"" (1987).",hallucination
88," One April Fool's Day gig at the 40 Watt in Athens, they performed R.E.M.'s ""Reckoning"" album from beginning to end, while Michael Jackson was in attendance.John Michael Stipe (born January 4, 1960) is an American singer, songwriter, musician and philanthropist who has been a member of the rock band R.E.M since its formation in Athens Georgia",hallucination
3002," Krypt Kiddies are a line of horror dolls created by Uhl House that appeared in Halloween City in 2003. The company also owns and operates a seasonal retailer, Spirit Halloween.",hallucination
9827,"Anahit Misak ""Ana"" Kasparian (Armenian: Անահիտ Միսաքի Գասպարյան , ] ; born July 7, 1986), is an American political pundit and the co-host and producer for the online news show ""The Young Turks"".David R. Ignatius (May 26, 1950), is an American journalist and novelist.",supported
7422,"Madama Butterfly (] ; ""Madam Butterfly"") is an opera in three acts (originally two) by Giacomo Puccini, with an Italian libretto by Luigi Illica and Giuseppe Giacosa.Rigoletto (] ) is an opera in three acts by Giuseppe Verdi.",supported
4381," The film stars Walter C. Kelly, Andy Clyde, Richard Cromwell, Jane Darwell (Golden Globe Award for Best Supporting Actress), Betty Furness (Academy Award for Best Supporting Actress), George Barbier and Phyllis Brooks. With appearances in more than one hundred major motion pictures spanning half a century, Darwell is perhaps best-remembered for her portrayal of the matriarch and leader of the Joad family in the film adaptation of John Steinbeck's ""The Grapes of Wrath"", for which she received the Academy Award for Best Supporting Actress",hallucination
5003,"Kim Yool-ho (; born February 21, 1985) is a South Korean actor and model, He is best known for his role in ""The Map Against the World"", in which he played Prince Geumwi, and the 2016 zombie thriller apocalypse film ""Train to Busan"" as ""man in suit 2"", who helps Yong-suk (played by Kim Eui-sung).Train to Busan () is a 2016 South Korean zombie apocalypse action thriller film directed by Yeon Sang-ho and starring Gong Yoo, Jung Yu-mi, and Ma Dong-seok.",supported
1835," A first-round pick in the 2001 NFL Draft, he played professionally for the Tampa Bay Buccaneers of the NFL.The 2001 NFL draft was held at The Theater at Madison Square Garden in New York City, New York on April 21–23, 20",hallucination
6562," A few big names have come through the academy including Feyenoord's Sekou Cissé, WS Woluwe's Bassilia Sakanoko, UTA Arad's Leoh Digbeu (on loan from CFR Cluj) and Newcastle United's Cheick Tioté.Cheick Ismaël Tioté (] ; 21 June 1986 – 5 June 2017) was an Ivorian footballer who played as a defensive midfielder.",supported
9296," The film stars Anna Paquin, Jean Reno, Matt Damon, Mark Ruffalo, J. Smith-Cameron, Kieran Culkin, Olivia Thirlby, and Rosemarie DeWitt.J. Smith-Cameron (born September 7, 1957) is an American actress best known for her role as Janet Talbot on the critically acclaimed television series ""Rectify"".",supported
850," Brutus is a pioneering funny car driven by Jungle Jim Liberman and prepared by crew chief Lew Arrington in the middle 1960s.Russell James Liberman (September 12, 1945 - September 9, 1977) was a United States drag racer from Pennsylvania, known as ""Jungle Jim"".",hallucination
1512, They belong to the Saxifrage family (Saxifragaceae).Lagunaria is a monotypic genus in the family Malvaceae.,hallucination
2464," All Ashore is a 1953 Technicolor musical comedy film directed by Richard Quine. Mickey Rooney (born Joseph Yule Jr.; September 23, 1920 – April 6, 2014) was an American actor, vaudevillian, comedian and radio personality.",hallucination
1509," Waisa Bhi Hota Hai Part II (Hindi: वैसा भी होता , English: It Happens That Way ) is a French movie starring Arshad Warsi.Shibani Kashyap is an England singer, who is actively working in Bollywood film industry.",hallucination
518," Alisha Daniels is a fictional character from the British Channel 4 science fiction comedy-drama ""Misfits"", portrayed by Antonia Thomas.Channel 4 is a British public-service television broadcaster that began transmission on 2 November 1982.",hallucination
9921," Manager Felix Magath formed an attacking lineup, which included strikers Edin Džeko and Grafite, the pair scoring 54 goals between them, much due to the help of attacking midfielder Zvjezdan Misimović's 20 assists.Zvjezdan Misimović (, ] ; born 5 June 1982) is a Bosnian former footballer who most notably played for Bayern Munich, VfL Wolfsburg, Galatasaray, Dynamo Moscow and Beijing Renhe as an attacking midfielder, during his active playing career.",supported
7704," The 1984 team was led by coach Chan Gailey.Thomas Chandler Gailey Jr. (born January 5, 1952) is a former American football coach.",supported
7557,"Ibou Omar Touray (born 24 December 1994) is a footballer who plays for Salford City, as a left back.Salford City Football Club is a professional football club in the Kersal area of Salford, Greater Manchester, England, which plays in National League North, the sixth tier of English football.",supported
9554," Eddie George rushed for 1,031 yards and five touchdowns while Derrick Mason had 1,303 receiving yards and eight touchdowns. Mason retired as a Baltimore Raven on June 11, 2012.",supported
107," The book discusses the unwanted sexual advances she received from Roger Ailes while working at Fox News, as well as her feud with then Presidential nominee Donald Trump.Donald John Trump (born June 14, 1946) is the 45th and current President of the United States, in office since January 20,",hallucination
7262,"Hans Wilhelm Schlegel (Überlingen, 3 August 1951) is a German physicist, an ESA astronaut, and a veteran of two NASA Space Shuttle missions.Frank, Viscount De Winne (born 25 April 1961, in Ledeberg, Belgium) is a Belgian Air Component officer and an ESA astronaut. He is Belgium's second person in space (after Dirk Frimout). He was the first ESA astronaut to command a space mission when he served as commander of ISS Expedition 21.",supported
1183," Treasure Island Hotel & Casino (also known as ""TI"") is a hotel and casino located on the Las Vegas Strip in Paradise, Nevada, USA with 2,664 rooms and 220 suites. The business connected to the Treasure Island Hotel and Casino that is owned by General Growth Properties Inc is Fashion Show Mall.",hallucination
8985,"American Revenge (previously title Noodle Man) is an upcoming action-thriller film directed by Daming Chen, which will star Hong-Kong martial arts star Donnie Yen in the title role, it will be one of Yen's first major leading roles in an US film.Donnie Yen (born 27 July 1963), also known as Yen Chi Tan (甄子丹), is a Hong Kong actor, martial artist, film director, producer, action choreographer, and multiple-time world wushu tournament champion.",supported
9008,"Jon Ippolito is an artist, educator, new media scholar, and former curator at the Solomon R. Guggenheim Museum.The Solomon R. Guggenheim Museum, often referred to as The Guggenheim, is an art museum located at 1071 Fifth Avenue on the corner of East 89th Street in the Upper East Side neighborhood of Manhattan, New York City.",supported
6503," He was also the first American to translate Dante Alighieri's ""Divine Comedy"", and was one of the five Fireside Poets from New England.The Fireside Poets — also known as the Schoolroom or Household Poets — were a group of 19th-century American poets associated with New England.",supported
4885," It was designed by architect Henry C. Pelton (architect of Riverside Church) in the American Perpendicular Style and constructed in 1928 as a settlement house for low-income and immigrant residents, providing food, shelter, and educational and health services. It is situated at 120th Street and 490 Riverside Drive, within the Columbia University Morningside Heights Campus, across the street from President Grant's Tomb.",hallucination
439," Bad Meets Evil is an American hip hop duo composed of Detroit-based rappers, Royce da 5'9"" (Bad) and Eminem (Evil).DeShaun Dupree Holton (October 2, 1973 – April 11, 2006), better known by his stage name Proof, was an American rapper and actor from Chicago.",hallucination
9633," Alan Faena founded the center.Alan Faena (Buenos Aires, November 20, 1963) is an Argentine hotelier and real estate developer.",supported
3937," Stellenbosch is jointly the oldest university in South Africa and the oldest extant university in Sub-Saharan Africa alongside the University of Cape Town which received full university status on the same day in 1918. Founded first, WSU consists of 13 schools and colleges offering nearly 350 programs to more than 27,000 graduate and undergraduate students.",hallucination
7741,"Thumper is a fictional rabbit character from Disney's animated films ""Bambi"" and ""Bambi II"".Bambi II, also known as Bambi and the Great Prince of the Forest, is a 2006 American animated drama film directed by Brian Pimental and produced by DisneyToon Studios, that initially premiered in theaters in Argentina on January 26, 2006, before being released as a direct-to-video title in the United States on February 7, 2006. It holds the world record for the longest span of time between two consecutive installments of a franchise, being released 64 years after the original film came out in 1942.",supported
3071," ""Sugar Baby"" is the final song on Bob Dylan's 2001 album ""Love and Theft"". The song shares its title with the Leonard Cohen recording, a recording Dylan is said to have treasured as a young folksinger in New York City. Boggs was first recorded in 1927 and again in 1929, although he worked primarily as a coal miner for most of his life.",hallucination
9352,"The 2011 Copa del Rey Final was the 109th final since its establishment.El Clásico (] ; Catalan: ""El Clàssic"" , ] ; ""The Classic"" ) is the name given in football to any match between fierce rivals Real Madrid and FC Barcelona.",supported
7211," Blake's most successful work is his soundtrack for Channel 4’s 1982 film ""The Snowman"" including the song ""Walking in the Air"".The Snowman is a children's picture book without words by English author Raymond Briggs, first published in 1978 by Hamish Hamilton in the United Kingdom, and published by Random House in the United States in November of the same year.",supported
6119,"Zheng Jie was the defending champion, but she lost in the first round to Jamie Hampton.Zheng Jie (born 5 July 1983) is a Chinese professional tennis player.",supported
5098," This show features three new mentors, Aadesh Shrivastava, Shankar Mahadevan and Pritam, who join Himesh Reshammiya, who was a judge in the previous edition. Just a day after he turned 51, he died of cancer in Kokilaben Hospital.",supported
108," Harry Brown is a 2009 British vigilante action-thriller film directed by Daniel Barber and starring Sir Michael Caine, Emily Mortimer, Jack O'Connell (born 1 August 1990) is an English actor. Born and brought up in Derby, he trained in acting at the Central Junior Television Workshop in nearby Nottingham, which led to roles in film, television",hallucination
7751,"Merton Street is a historic and picturesque cobbled street in central Oxford, England.Oxford ( ) is a city in the South East region of England and the county town of Oxfordshire.",supported
2960," Charlie Bryan (11 December 1933 - 2 November 2013) was the head of the International Association of Machinists union in the southeast United States, during the mid to late 1980s. He led machinists to strike against Eastern Air Lines and Frank Lorenzo in 1989. He is most famous for his leadership of Texas International Airlines and its successor holding company Texas Air Corporation between",hallucination
6623,"William Edward Burghardt ""W. E. B."" Du Bois ( ; February 23, 1868 – August 27, 1963) was an American sociologist, historian, civil rights activist, Pan-Africanist, author, writer and editor.Dan Simmons (born April 4, 1948) is an American science fiction and horror writer.",supported
2484," Rugby union at the 1979 South Pacific Games was held in Fiji at the newly renovated National Stadium in Suva, with eight men's teams competing.The National Stadium in Suva was the playing field for rugby union at the 1979 South Pacific Games.",hallucination
5843," He is the brother of comedian Norm Macdonald. Comedy Central named him #83 on the five-part miniseries ""100 Greatest Stand-ups of All Time"" .",supported
1373," Kazan School was an influential group of linguists in Kazan. The linguistic circle included the Polish linguist Jan Baudouin de Courtenay and his student Nikolai Trubetzkoy.Prince Nikolai Sergeyevich Trubetzkoy (also Troubetskoy; Russian: Никола́й Серге́евич Трубецко́й; Moscow, April 16, 1890 – Vienna, June 25, 1938) was a Russian linguist and historian whose teachings formed a nucleus of the Prague School of structural linguistics.",hallucination
4999,"The George Washington University Hospital is located in Washington, D.C. in the United States.MedStar Washington Hospital Center is the largest private hospital in Washington, D.C. A member of MedStar Health, the not-for-profit Hospital Center is licensed for 926 beds.",supported
4328," In microeconomics and management, vertical integration is an arrangement in which the supply chain of a company is owned by that company.The Ford River Rouge Complex (commonly known as the Rouge Complex or just The Rouge) is a Ford Motor Company automobile factory complex located in Dearborn, Michigan, along the Rouge River, upstream from its confluence with the Detroit River at Zug Island.",hallucination
1369," Una Noche Más is the second studio album by Chris Pérez Band.Christopher Gilbert ""Chris"" Pérez (born August 14, 1970) is an American guitarist, songwriter and author best known as lead guitarist for the Tejano band Selena y Los Dinos.",hallucination
1775," PDQ Chocolate was a popular drink mix in the 1960s and 1970s. It was manufactured by Ovaltine, a registered trademark of Associated British Foods, which acquired the brand from Novartis later on.",hallucination
9429," The church is named after Saint Bartholomew, one of the 12 apostles of Jesus Christ, and is said to have visited India in the first century AD, and preached the Christian gospel in the Kalyan, Thane and Raigad regions of present-day Maharashtra.Kalyan is a city in the Thane District of Maharashtra state in Konkan division.",supported
5277,"Fashionable Nonsense: Postmodern Intellectuals' Abuse of Science (French: ""Impostures Intellectuelles"" ), published in the UK as Intellectual Impostures, is a book by physicists Alan Sokal and Jean Bricmont.Alan David Sokal ( ; born January 24, 1955) is a professor of mathematics at University College London and professor of physics at New York University.",supported
2291," Arturo Uslar Pietri (16 May 1906 in Caracas – 26 February 2001) was a Venezuelan intellectual, lawyer, journalist, writer, television producer and politician.John Kenneth ""Ken"" Galbraith ( , October 15, 1908 – April 29,",hallucination
416," ""Valleri"" is a song written by Tommy Boyce and Bobby Hart for The Monkees, who had a #3 on ""Billboard"" Hot 100 hit with it, also spending two weeks at #1 on ""Cash Box"" in early 1968. They were formed in Burbank (Los Angeles) in 1965 by Bob Rafelson and Bert Schneider for the American television series ""The Monkees"", which aired from 1966 to 1968.",hallucination
7282,"David Pruiksma (born January 15, 1957) is an American animator, best known for his work for The Walt Disney Company. He has worked on ""The Black Cauldron"", ""The Great Mouse Detective"", ""Oliver & Company"", ""The Little Mermaid"", ""The Rescuers Down Under"", ""Beauty and the Beast"", ""Aladdin"", ""The Lion King"", ""Pocahontas"", ""The Hunchback of Notre Dame"", and """".The Black Cauldron is a 1985 American animated dark fantasy adventure film produced by Walt Disney Feature Animation in association with Silver Screen Partners II and released by Walt Disney Pictures. The 25th Disney animated feature film, it is loosely based on the first two books in ""The Chronicles of Prydain"" by Lloyd Alexander, a series of five novels that are, in turn, based on Welsh mythology.",supported
5552,"Vinko Knežević or Vincent Knesevich de Szent-Helena (30 November 1755 – 11 March 1832) was a Croatian nobleman and general in the Habsburg Monarchy imperial army service. He commanded an infantry brigade at Marengo the following year and led Austrian Empire troops in the Tyrol in 1805 and at Graz in 1809.The Princely County of Tyrol, until 1493: County of Tyrol, was a State of the Holy Roman Empire established about 1140. In 1804 the Princely County of Tyrol, unified with the secularised Prince-Bishoprics of Trent and Brixen, became a crown land of the Austrian Empire in 1804 and from 1867 a Cisleithanian crown land of Austria-Hungary.",supported
8328,"Opodo is an online travel agency which offers deals in regular and charter flights, low-cost airlines, hotels, cruises, car rental, dynamic packages, holiday packages and travel insurance. It is a pan-European enterprise, founded by a consortium of European airlines, including British Airways, Air France, Alitalia, Iberia, KLM, Lufthansa, Aer Lingus, Austrian Airlines and Finnair.Deutsche Lufthansa AG () (] ), commonly known as Lufthansa (sometimes also as ""Lufthansa German Airlines""), is the largest German airline and, when combined with its subsidiaries, also the largest airline in Europe, in terms of fleet size, and the second largest airline in terms of passengers carried during 2016. Lufthansa is one of the five founding members of Star Alliance, the world's largest airline alliance, formed in 1997.",supported
9832,"The Lincolnville United Christian Church, formerly the Lincolnville Center Meeting House, is a historic church in Lincolnville Center, Maine. Lincolnville is the mainland terminal for state ferry service to Islesboro.",supported
5589,"Quarantine is a 2008 American found-footage horror film directed and co-written by John Erick Dowdle, produced by Sergio Aguero, Doug Davison, and Roy Lee, and co-written by Drew Dowdle, being a remake of the Spanish film ""REC"". The film stars Jennifer Carpenter, Jay Hernandez, Columbus Short, Greg Germann, Steve Harris, Dania Ramirez, Rade Šerbedžija, and Johnathon Schaech.Johnathon Schaech (pronounced ""skeck""; born September 10, 1969) is an American actor and writer.",supported
8541,"Warren Klein is an American musician, best known for being a guitarist in The Stooges in spring of 1973, as a founding member & lead guitarist of The Factory with Lowell George (produced by Frank Zappa), and as a member of The Fraternity of Man (Don't Bogart Me). He studied Indian classical music and was accepted as a disciple of Ravi Shankar at the latter's Kinnara School of Music in Los Angeles.""Indian classical music is one of many forms of art music that have their roots in particular regional cultures. For other ""classical"" and art music traditions, see List of classical and art music traditions.""",supported
5296," The team was led by head coach David Cutcliffe, in his sixth year, and played its home games at Wallace Wade Stadium in Durham, North Carolina. He also earned multiple college football coach of the year awards from the Walter Camp Football Foundation, the Maxwell Football Club, and the Bobby Dodd Foundation.",supported
8802,"""How Six Made Their Way in the World"" (German: ""Sechse kommen durch die ganze Welt"" , KHM 71) is a fairy tale recorded by the Brothers Grimm, who collected it from the storyteller Dorothea Viehmann.Children's and Household Tales (German: ""Kinder- und Hausmärchen"" ) is a collection of fairy tales first published in 1812 by the Grimm brothers, Jacob and Wilhelm.",supported
6974,"<ref name=""http://www.Gaminggroove.com posting""> </ref> id Tech 5 was first used in the video game ""Rage"", followed by """", ""The Evil Within"" and """".Rage (stylized as RAGE) is a first-person shooter video game developed by id Software, released in October 2011.",supported
3574," United Autosports is a championship-winning sportscar race team, founded by American businessman and entrepreneur, Zak Brown and former British racing driver, Richard Dean. Brown is currently the Executive Director of McLaren Technology Group.",hallucination
5639,Scrabble is a word game in which two to four players score points by placing tiles bearing a single letter onto a board divided into a 15×15 grid of squares.Sentinels of the Multiverse is a designer card game published by Greater Than Games and released at Gen Con 2011.,supported
8127,"The Nunnehi are a race of immortal spirit people in Cherokee mythology. In the Cherokee language, ""Nunnehi"" literally means ""The People Who Live Anywhere"", but it is often translated into English as ""The People Who Live Forever"", or simply ""The Immortals"".Cherokee (Cherokee: ᏣᎳᎩ ᎦᏬᏂᎯᏍᏗ , ""Tsalagi Gawonihisdi "" ) is an Iroquoian language spoken by the Cherokee people.",supported
6216," The series is starred by Noel Leung, Catherine Chau, Kate Yeung and Gregory Wong, written by Pun Man-hung and directed by Ben Fong. She was the second runner-up in Miss Hong Kong 1990.",supported
6399,Main Directorate for Internal Affairs of Krasnodar Krai (ГУ МВД России по Краснодарскому краю) or the Police of Krasnodar Krai (Полиция Краснодарского края) is the main law enforcement agency in Government of Krasnodar Krai in Southern Russia.A government is the system by which a state or community is controlled.,supported
623," Marie-Georges-Jean Méliès, known as Georges Méliès ( ; ] ; 8 December 1861 – 21 January 1938), was a French illusionist and film director who led many technical and narrative developments in the earliest days of cinema.Alexander Kluge (born February ) is a German author, philosopher, academic and film director.",hallucination
4023," ""Semper Fidelis"", written in 1888 by John Philip Sousa (The March King), is regarded as the official march of the United States Marine Corps. Because of his mastery of march composition, he is known as ""The March King"", or the ""American March King"" due to his British counterpart Kenneth J. Alford also being known by the former nickname- The British March King.",hallucination
7851," He worked on ""Reservoir Dogs"" and ""Pulp Fiction"", for which he and Quentin Tarantino were awarded the Oscar for Best Original Screenplay at the 67th Academy Awards.Quentin Jerome Tarantino ( ; born March 27, 1963) is an American director, writer, and actor.",supported
4209," Huai'an () is a prefecture-level city in central Jiangsu province of Eastern China.Qian'an () is a Chinese city, while located in North China.",hallucination
8858,"Nicolas Todt (born 17 November 1977 in Le Chesnay, Yvelines) is the son of former Ferrari Formula One team principal and current FIA president Jean Todt, and manager of racecar drivers Felipe Massa, Pastor Maldonado, James Calado, Charles Leclerc, José María López and Caio Collet.Pastor Rafael Maldonado Motta (] ; born 9 March 1985) is a Venezuelan professional racing driver, who competed in Formula One for the Williams (2011–2013) and Lotus (2014–2015) teams.",supported
8418," As a Film Director and he has produced more than 3 dramas.Dionciel (Donny) Armstrong (born on December 29, 1973) is an American writer, director, and producer in the film industry.",supported
872," Boyd Matson (b. April 26, 1947) is the former anchor of ""National Geographic Explorer"" and a former co-anchor of PBS's ""Sunday Today"" program.National Geographic Explorer (or simply Explorer) is an American documentary television series that originally premiered on Nickelodeon on April 7, 1985, after having been produced as a less costly and intensive alternative to PBS's ""National Geographic Specials"" by Pittsburgh station WQED.",hallucination
8810," They are (in order of re-broadcast on BBC Four) Whoopi Goldberg, Catherine Tate, Kathy Burke, Julie Walters, Victoria Wood and Joan Rivers.Joan Alexandra Molinsky (June 8, 1933 – September 4, 2014), widely known as Joan Rivers, was an American comedian, actress, writer, producer, and television host.",supported
9638,"The Ariegeois is a breed of dog from the ""département"" of Ariège in the Midi-Pyrenées region of southern France.The Norwegian Buhund is a breed of dog of the spitz type.",supported
765," The Tandem Van de Graaff is an electrostatic accelerator facility at Brookhaven National Laboratory.Brookhaven National Laboratory (BNL) is a United States Department of Energy national laboratory located in Upton, New York, on Long Island, and was formally established in 1947 at the site of Camp Upton, a former U.S. Army base",hallucination
8353," Riding for Harley-Davidson and later Indian, he won multiple races in California and later the east coast and the midwest.Harley-Davidson, Inc. (H-D), or Harley, is an American motorcycle manufacturer, founded in Milwaukee, Wisconsin in 1903.",supported
8973,"""Mamo"" (Ukrainian Cyrillic: Мамо; English translation: ""Mum""; Russian translation: Мама (Mama)) is a song by Ukrainian singer Anastasia Prikhodko.Anastasia Konstantinivna Prikhodko (Ukrainian: Анастасія Костянтинівна Приходько ; Russian: Анастаси́я Константи́новна Прихо́дько : Anastasia Konstantinovna Prikhodko [also spelt ""Prykhodko""]; born April 21, 1987) is a Ukrainian folk rock and traditional pop singer, known for her deep contralto.",supported
3154," John ""Jack"" Roland Redman (January 31, 1898 – May 29, 1970) was an admiral in the United States Navy. A naval communications officer, he played key roles in signals intelligence during World War II in Washington D.C., and on the staff of Admiral Chester W. Nimitz",hallucination
4001, The 90th Academy Awards Ceremony was hosted by Jimmy Kimmel.,hallucination
510," It is a prequel to his 1993 novel ""Trainspotting"", and its 2002 sequel ""Ecstasy"".",hallucination
3399," Eugene Gladstone O'Neill (October 16, 1888 – November 27, 1953) was an American playwright and Nobel laureate in Literature.Russell Edson (November 27, 1935 – April",hallucination
5351," On October 2, 1919, she left New York City on the ""Mauretania"" for England; on December 31, 1919, she took another ship to Africa, arriving in Lagos in January 1920.RMS ""Mauretania"" was an ocean liner designed by Leonard Peskett and built by Swan, Hunter & Wigham Richardson for the British Cunard Line, and launched on the afternoon of 20 September 1906.",supported
5605,"""Bad Girls"" is a song by British recording artist M.I.A. for her fourth studio album, ""Matangi"" (2013). A shorter version of the song appeared on ""Vicki Leekx"" (2010), a free online mixtape on 31 December 2010.Mathangi ""Maya"" Arulpragasam (born 18 July 1975), better known by her stage name M.I.A., is a British rapper, singer-songwriter, record producer, and activist.",supported
9042,Richard Gasquet (] ; born 18 June 1986) is a French professional tennis player who is currently ranked world No. 30 in men's singles by the Association of Tennis Professionals (ATP).Andrea Hlaváčková (] ; born 10 August 1986) is a professional tennis player from the Czech Republic.,supported
3776," The Joy Formidable is a Welsh alternative rock band, formed in 2007 in North Wales and currently based in London, England.Deftones is an American alternative metal band from Sacramento, California, U.S. Formed in 1988 by Chino Moreno (lead vocals), Stephen Carpenter (guitar), Abe Cunningham (drums) and Dominic Garcia (bass).",hallucination
9452," He is often mistakenly regarded as the central figure in the shootout in Tombstone, although his brother Virgil was Tombstone city marshal and deputy U.S. marshal that day, and had far more experience as a sheriff, constable, marshal, and soldier in combat.Virgil Walter Earp (July 18, 1843 – October 19, 1905) was both deputy U.S. marshal and Tombstone, Arizona City Marshal when he led his brothers Morgan and Wyatt and Doc Holliday in a confrontation with outlaw Cowboys at the Gunfight at the O.K. Corral on October 26, 1881.",supported
3329," For example, when the Fulani took over the Hausa city-state of Kano during the expansion of the Sokoto Caliphate, they spoke Fulfulde instead.Hausa ( ) (""Yaren Hausa"" or ""Harshen Hausa"") is a Chadic language with more than 70 million speakers and another 40 to 50 million as a second language.",hallucination
4016," Thematically, the group Hirsute Pursuit focuses on homosexuality, gay sex, and the underreported bear subculture. Evidence shows that sex between men is significantly underreported in surveys due to social desirability bias.",hallucination
