,input,answer
2100,"The new season of the 100 comes out on June 24th, and it will be available to watch on Netflix.","['April 24, 2018']"
2101,"The woodsman is played by the voice actor of Wirt. He is a character in Over the Garden Wall, an animated television series created by Patrick McHale and produced by Cartoon Network Studios.",['Christopher Lloyd']
2102,"The justice of the peace is a judge who presides over minor criminal and civil cases. They are appointed by the governor to serve for four-year terms, but they can be removed from office at any time.",['dispense summary justice']
2103,"Hollywood Video was founded in 1985 by Mark Wattles and Tom McGrath. The company went public in 1987, with a stock price of $20 per share. In the early days, Hollywood Video had only one store location on Sunset Boulevard near Beverly Hills. By the end of its first year as a public company, it had grown to over 30 stores across California and Arizona; by mid-2006 there were more than 45 million customers visiting their locations each month!","['2005.', 'May 2010']"
2104,"The largest magnitude earthquake that has occurred in the Pacific Northwest was a 9.2 magnitude earthquake on March 27, 1964. This quake caused widespread damage and loss of life throughout Alaska and British Columbia, Canada.",['The 1700 Cascadia earthquake']
2105,"Michigan State played in the Rose Bowl against Stanford. The game was a close one, with Michigan State winning 24-19.",['Stanford Cardinal']
2106,"The NCAA Tournament became more important than the NIT in 1939. This was when the tournament expanded to include 24 teams, and it has been a staple of college basketball ever since.",['By the mid-1980s']
2107,"Junior wants to go to the place where he can find hope. He is looking for a place that will give him strength and courage, so he can face his fears and move on with his life.",['off the rez']
2108,"Mount Ruapehu erupted in 1945, and again in 1975. The volcano is still active today.",['25 September 2007']
2109,"Macbeth is a play written by William Shakespeare. The main character, Macbeth, is murdered and appears as a ghost in the play.","['Lord Banquo', 'Banquo']"
2110,"The Vampire Diaries is a television series that premiered on September 10, 2013. It was created by Kevin Williamson and Julie Plec, who also serve as executive producers. The show follows the lives of vampires Elena Gilbert (Nina Dobrev), Stefan Salvatore (Paul Wesley) and Damon Salvatore (Ian Somerhalder).","['October 21, 2016', 'on October 21, 2016']"
2111,"The Declaration of Independence was written by Thomas Jefferson, who was influenced by the ideas of John Locke. Locke's political philosophy emphasized the importance of natural rights and individual liberty, which were central themes in the Declaration.","['Francis Hutcheson', 'John Locke']"
2112,"The first temple for god in jerusalem was built by Solomon, the son of David. It took seven years to build and it was completed in 960 BC.",['Solomon']
2113,"The Treaty of Portsmouth was signed by the United States and Japan on September 5, 1905. It ended the Russo-Japanese War and established a peaceful relationship between Russia and Japan.","['the Korean Empire', 'Empire of Japan', 'Taft', 'Korean Empire']"
2114,"Salem the Cat is voiced by actor and comedian, Jim Carrey. He has been voicing the character since 2016.","['Nicholas ""Nick"" Bakay']"
2115,The Central Powers defeated the Russian Empire on the Eastern Front before concentrating back on France.,['the Russian army']
2116,"The series is based on the 1958 novel Ordeal by Innocence, written by Agatha Christie. It was adapted for television in 1970 and starred Donald Sinden as Philip Durrant.","['three part', 'three']"
2117,"The University of Miami is a private research university in Coral Gables, Florida. It was founded in 1925 by the Roman Catholic Diocese of Miami as the ""Miami-Dade County College"". In 1930, it became known as St. Thomas University and then renamed to its current name on January 28th, 1947. As one of only two universities located within South Florida's metropolitan area (the other being Barry), UM has an enrollment over six thousand students from all fifty states and more than sixty countries around the world who come together for their education at this prestigious institution with high standards set forth by both faculty members themselves along with those who work behind them such as administrators or staff members alike!","['16,801', '16,801 students']"
2118,"The Lupus Foundation of America was founded in 1970 by a group of lupus patients and their families. They wanted to create an organization that would help people with lupus, as well as raise awareness about the disease.",['1977']
2119,"The legend of the Easter Bunny comes from a German tradition. In Germany, children would leave their shoes out on Easter morning and an egg-laying hare (Osterhase) would come by and fill them with candy or small gifts.",['German Lutherans']
2120,"The Waltons first aired on CBS in 1972. It was created by Earl Hamner Jr., who also wrote the book that inspired the show, Spencer's Mountain. The series ran for nine seasons and ended in 1980 with over 430 episodes produced.",['September 1972']
2121,"The boy in the striped pajamas takes place during World War II. It is set in a concentration camp where two boys meet and become friends. One of the boys, Bruno, is Jewish while the other boy, Shmuel, is a prisoner at Auschwitz Concentration Camp.","['World War II', 'during World War II']"
2122,"The song ""Gimme Some Lovin'"" was written by Steve Winwood, Spencer Davis and Muff Winwood. It was first recorded by the Spencer Davis Group in 1965. In 1983, it appeared on the soundtrack for Days of Thunder with Tom Cruise singing lead vocals over a new arrangement of the original recording.","['The Spencer Davis Group', 'Spencer Davis Group']"
2123,"The Statue of Liberty was built in France in 1875. It is a symbol of freedom and democracy, and it has been an important part of American history since its construction.",['Paris']
2124,"Lake Mead is the largest man-made lake in the United States. It was created by damming the Colorado River and has a surface area of 247 square miles (640 km²). The reservoir extends into Nevada, Arizona, and California.",['Lake Oahe']
2125,A touchdown is worth six points in American football. The team that scores the most points wins the game.,"['six', 'six points']"
2126,"The first Jurassic Park movie was released in 1993. It was directed by Steven Spielberg and starred Sam Neill, Laura Dern, Jeff Goldblum and Richard Attenborough. The film is based on the novel of the same name by Michael Crichton which tells a story about an island where dinosaurs are cloned from DNA found in mosquitoes trapped inside amber fossils millions of years old.","['Jurassic Park (1993)', '2001', '2015', '2018', '1993', 'Jurassic World (2015)', '1997']"
2127,The first child benefit was paid in 1946. It was a one-time payment of $250 to each family with children under the age of six.,['1975']
2128,"The Carnival Glory is a cruise ship that was built in 2003. It has a capacity of 2,974 passengers and can accommodate up to 1,158 crew members. The ship's dimensions are approximately 965 feet long by about 136 feet wide with an average draft of about eight meters (about twenty-six feet).","['Conquest', 'Conquest-class cruise ship']"
2129,"Scotland beat England in the 2017 Six Nations Championship. The match was played on February 4, 2017 at Murrayfield Stadium in Edinburgh, Scotland. It was a close game with both teams scoring two tries each and the final score being a draw of 38-38.","['2 April 2000', '25 February 2006', '24 February 2018', '8 March 2008']"
2130,"The theme song to the 70s show was sung by a group called ""The Cars"". They were an American rock band that formed in Boston, Massachusetts in 1976. Their first album, ""Candy-O"", was released on June 23rd of that year and reached number one on the Billboard charts.","['Big Star', 'Todd Griffin', 'Cheap Trick']"
2131,"The second season of This Is Us premiered on September 26, 2017. It consisted of thirteen episodes and concluded on March 13, 2018.","['15', '18', '13']"
2132,"The American victory at Yorktown was led by General George Washington and his army. They were able to defeat the British forces under the command of Lord Cornwallis, who had been blockaded in Yorktown for months.","['George Washington', 'Comte de Rochambeau']"
2133,"The oldest wrestler that is still wrestling is Ric Flair. He was born on February 25, 1949 and has been in the business for over fifty years.",['Dory Funk Jr.']
2134,The germ theory of disease was developed by Louis Pasteur in 1864. He proposed that microorganisms cause diseases and are responsible for the fermentation process.,"['Robert Koch', 'Friedrich Loeffler']"
2135,"The last mission impossible movie is called ""Mission Impossible 6"". It was released in theaters on July 27, 2018.",['Mission: Impossible – Fallout']
2136,gabbar is back is a remake of which telugu movie?,['Tagore']
2137,"It was sung by the group The Miracles. They were a Motown group that had many hits in the 1960s and 1970s. Their biggest hit was ""The Tears of a Clown"" which reached number one on the Billboard Hot 100 chart in December, 1972.",['The Royalettes']
2138,"The winner of the women's royal rumble match in 2019 was Charlotte Flair. She is a professional wrestler and actress who has been active since 2015. She won her first WWE Women's Championship at WrestleMania XXXI, defeating Sasha Banks for the title on April 6th, making her one of only two women to win both titles during their careers (the other being Trish Stratus).",['Asuka']
2139,"The first fifty shades of grey movie was directed by Sam Taylor-Johnson and starred Dakota Johnson as Anastasia Steele, Jamie Dornan as Christian Grey, Eloise Mumford as Kate Kavanagh and Luke Grimes.","['Marcia Gay Harden', 'Jamie Dornan', 'Dakota Johnson', 'Jennifer Ehle']"
2140,"The most popular religion in Sweden is Christianity. According to the 2018 census, 73% of Swedes are members of the Church of Sweden (Lutheran). Other religions include Islam (5%), Roman Catholicism (4%) and Judaism(1%).","['Lutheran', 'Lutheran Church of Sweden', 'Christianity']"
2141,"The last scene of the Danish Girl was filmed in Copenhagen, Denmark. It is a city that has been home to many famous artists and writers throughout history.",['the Mount Mannen in Norway']
2142,"The movie was filmed in Los Angeles, California. It is a romantic comedy that follows the story of two people who fall in love and then break up after 500 days.",['Los Angeles']
2143,"I want to be with you everywhere song is a popular song by the band The Beatles. It was released in 1965 and reached number one on the Billboard Hot 100 chart. The lyrics are about wanting to be with someone no matter where they are or what they're doing, even if it means being apart for a while.",['Everywhere']
2144,"The songs on Walk the Line were sung by Johnny Cash, June Carter and other artists.","['Reese Witherspoon', 'Tyler Hilton', 'Waylon Payne', 'Johnathan Rice', 'Shooter Jennings', 'Joaquin Phoenix']"
2145,"The halftime show for the Super Bowl will feature a performance by Rihanna. She is one of the most successful artists in music history, with over 100 million records sold worldwide and nine Grammy Awards. Her debut album ""Music of the Sun"" was released in 2005 and featured hit singles like ""Pon de Replay,"" which reached number two on Billboard's Hot 100 chart. In addition to her solo career, Rihanna has also collaborated with other artists such as Drake (on their song ""Work"") and Kanye West (on his track ""FourFiveSeconds"").",['Justin Timberlake']
2146,"The German word for pleasure from someone else's pain is ""Schadenfreude"". It comes from the German words ""schaden"" which means harm and ""Freude"" which means joy. Schadenfreude is a feeling of happiness or enjoyment that comes from seeing or hearing about another person's misfortune.",['Schadenfreude']
2147,"Penelope Garcia is a fictional character on the CBS crime drama Criminal Minds. She was created by series creator Jeff Davis and portrayed by actress Kirsten Vangsness. The character first appeared in the pilot episode of Criminal Minds, which premiered on September 22, 2005.",['Kirsten Simone Vangsness']
2148,"The first six-ball over was played in 1970, when the West Indies toured England. It was a one-off experiment that lasted only two matches. In 1982, it became an official part of international cricket and has been used ever since.","['1979/80', 'Since 1979/80']"
2149,"The Soviet Union was founded in 1922 and ended in 1990. It was a communist state that had its capital city located at Moscow, Russia.",['in Eurasia']
2150,The bridge over the Hoover Dam was built in 1935. It is a concrete arch bridge that spans the Colorado River and connects Arizona to Nevada.,['2010']
2151,"The theme song for the Proud Family is ""Love Like This"" by Jill Scott. It was written and produced by Scott, who also sings it.","[""Destiny's Child"", 'Solange Knowles']"
2152,The most votes for the all star game are from the players.,['fan voting']
2153,John Hart played the Lone Ranger in 1938. He was a radio actor who portrayed the character for over 20 years. The show ran from 1938 to 1954 and was one of the most popular shows on radio during that time period.,['from 1952 until 1953']
2154,"The assassination of Archduke Franz Ferdinand, heir to the Austro-Hungarian throne, occurred on June 28th in Sarajevo. He was shot by a Bosnian Serb nationalist named Gavrilo Princip while riding in an open car through the city. This event sparked World War I as Austria-Hungary declared war on Serbia and other nations joined sides with them or against them based upon their alliances at that time period (1914).",['Archduke Franz Ferdinand of Austria']
2155,"The winner of Big Brother Canada season 7 was Jared Parr. He won the final HOH competition and then went on to win the final Head of Household competition, which gave him a spot in the Final Three.",['Kaela']
2156,"The theme song for Degrassi the Next Generation is ""I'm Ready"" by Drake. It was released on September 18, 2007 and peaked at number one on the Canadian Hot 100 chart.","['Jakalope', 'The Degrassi Junior Strings']"
2157,"McAfee is a global computer security software company that was founded in 1987. The company's headquarters are located in Santa Clara, California and it has offices around the world. McAfee offers antivirus software for both home and business use as well as other security products such as firewalls, spam filters, web protection tools etc...",['Indian government']
2158,The character of Junior was played by Ralph Carter. He appeared in 128 episodes from 1967 to 1974.,['Christian LeBlanc']
2159,"The Lokayukta is the highest anti-corruption body in Uttar Pradesh. It was established on 15th August, 2014 by the Government of Uttar Pradesh to investigate and prosecute cases of corruption against public servants. The office has a tenure of five years and can be extended for another two years if necessary.","['eight years', '8 years']"
2160,"The atmosphere of Earth is composed primarily of nitrogen (78.09%), oxygen (20.95%), and argon (0.93%). It also contains trace amounts of other gases, including water vapor, carbon dioxide, neon, helium and methane.[1] The atmospheric composition varies with altitude above the surface; for example at sea level air pressure is about 14.7 psi but decreases to less than one psi at an altitude of 36 km where space begins.[2]","['Water vapor', 'small amounts of other gases', 'nitrogen', 'oxygen', 'Methane', 'Helium', 'Oxygen', 'Carbon\xa0dioxide', 'Nitrogen', 'Neon', 'Argon', 'argon', 'carbon dioxide']"
2161,"The World Series is a series of games played between the two best teams in Major League Baseball. It is held every year and begins on October 23rd, 2018.","['Houston Astros', 'Los Angeles Dodgers', 'October 24 – November 1']"
2162,"Humans are members of the domain Eukarya. They are also members of the kingdom Animalia, phylum Chordata, subphylum Vertebrata and class Mammalia.",['Eukarya']
2163,The voice of the elephant in Sing is provided by Matthew McConaughey. He has been a long-time fan of the film and was thrilled to be asked to provide his voice for it.,['Tori Kelly']
2164,"The idea of basic education in India was propounded by the Indian National Congress. It is a system that provides free and compulsory primary education to all children between the ages of 6 and 14 years. This system has been implemented in many states across India, including Uttar Pradesh, Bihar, Rajasthan and Madhya Pradesh.",['Mahatma Gandhi']
2165,"The most followed user on Instagram in 2017 was Selena Gomez, with over 134 million followers. She is a singer and actress who has been active since the early 2000s. Her first album, ""Kiss & Tell,"" was released in September of that year and she has since gone on to release four more albums as well as starred in several films including ""Spring Breakers"" (2013) and ""The Bling Ring"" (2015).","[""Instagram's own account""]"
2166,"Arsenal has won the Champions League 13 times, which is more than any other club. The first time they won it was in 1970-71 and their most recent win came in 2005-6. They have also been runners up on four occasions (in addition to being champions).",['13']
2167,"The next Deadpool movie is being released on May 18, 2018. It will be the third installment in the franchise and it will star Ryan Reynolds as Wade Wilson/Deadpool.","['May 18, 2018']"
2168,"The Deer Hunter won the Academy Award for Best Picture in 1978. It was directed by Michael Cimino and starred Robert De Niro, Christopher Walken, John Savage and Meryl Streep.","['John Peverall', 'Michael Deeley', 'Peter Zinner', 'William L. McCaughey', 'Michael Cimino', 'Barry Spikings', 'Richard Portman', 'Aaron Rochin', 'C. Darin Knight', 'Christopher Walken']"
2169,"The Endless Summer was filmed in Hawaii, California and Australia. It is a documentary about two young men who travel around the world to find the perfect wave.","['Ghana', 'Hawaii', 'Nigeria', 'Tahiti', 'Australia', 'New Zealand', 'Senegal', 'South Africa']"
2170,The earth's surface is 71% water.,"['78%', 'roughly 78%']"
2171,"The killer of Missy in A Bend in the Road is a man named John. He was driving his car when he saw Missy walking down the road and decided to stop and talk to her. After talking for a while, he asked if she wanted a ride home, which she accepted. On their way back from town, they stopped at an abandoned house where John killed her with an axe before burying her body underneath some brush near the house's foundation wall (which had been covered up by leaves).","['Brian', ""Sarah's brother, Brian""]"
2172,"Thorin's nephew, Dáin II Ironfoot, became King of Erebor after his death. He was the son of Thrór and grandson of Thráin I.","['Dáin', 'his cousin Dáin']"
2173,The ghost of Christmas present sprinkles the ashes from his torch on Scrooge's head.,"['warmth', 'a little warmth']"
2174,"Frank Sinatra wrote the song ""Fly Me to the Moon"" in 1964. The song was written for a movie called ""The Manchurian Candidate"".",['Bart Howard']
2175,The song was written by Joseph Scriven in 1855. It is a hymn that has been translated into many languages and is still sung today.,"['Charles Crozat Converse', 'Joseph M. Scriven', 'William Bolcom']"
2176,"The song was written by the band's lead singer, Rick Astley. It was released as a single in 1987 and reached number one on the UK Singles Chart. The song has been covered by many artists, including Michael Jackson and Whitney Houston.","['Joe Pizzulo and Leeza Miller', 'Joe Pizzulo', 'Leeza Miller']"
2177,"The first episode of season 2 will be released on October 13, and the second episode will be released on November 10.","['30\xa0March\xa02018', '27\xa0October\xa02017']"
2178,The Babylonians destroyed the first temple and exiled the two tribes of Judah to Babylon.,['Nebuchadnezzar']
2179,"The role of Forrest Gump's mother was played by Sally Field. She won an Academy Award for Best Actress in 1994 for her performance as Mrs. Gump, and she also received a Golden Globe nomination that year.",['Sally Field']
2180,"Iodine is a chemical element with the symbol I and atomic number 53. It is found in the periodic table in group VIIA, period 4, and block p. The name iodine comes from Greek word for violet-colored seaweed (Greek: ??????), which was used as a medicine by ancient Greeks to treat goiter.",['heaviest of the stable halogens']
2181,"The India-Pakistan border is a 2,912 mile long international boundary that separates the two countries. It was established in 1947 when Pakistan and India gained independence from British rule.","['International Border', 'IB', 'International Border (IB)', 'India and Pakistan Border', 'The India and Pakistan Border']"
2182,"The song was written by Michael Jackson and Lionel Richie. It was produced by Quincy Jones, who also arranged the song with co-producer Will Jennings.",['produced by Quincy Jones']
2183,"Tomato paste is a thick, concentrated form of tomatoes that has been cooked down to remove the water and seeds. It is used as an ingredient in many dishes such as sauces, soups and stews. Tomato puree on the other hand contains more liquid than tomato paste but still retains some of its flavor from being cooked down before packaging into cans or jars for sale at grocery stores around America today!",['consistency']
2184,"Chicano studies became a major study program on college campuses in the 1960s. The first Chicano Studies Department was established at San Diego State University in 1968, and it has since become one of the most popular majors for students interested in studying Latin American culture and history.","['By 1975', '1972']"
2185,"The actress who plays baker on blue bloods is the one and only, Diane Neal. She has been playing this role since 2010.",['Abigail Hawk']
2186,"The killer in the movie I Know What You Did Last Summer is a man named Ben Willis. He was the husband of Helen Shivers, who died in an accident on their wedding night. After her death, he became obsessed with finding out what happened to his wife and began stalking those involved in her death.",['Ben Willis']
2187,"India has a total of 15,200 km (9,445 mi) of land borders. It shares its land boundaries with seven countries: Pakistan to the west; China and Nepal to the north; Bhutan to the northeast; Bangladesh and Myanmar are located in east while Sri Lanka is located in southwest.",['seven']
2188,"The wicked witch of the west was played by Idina Menzel in Wicked on Broadway. She is a Tony Award-winning actress and singer who has also starred in films such as Enchanted, Rent, and Frozen.",['Rachel Kelly Tucker']
2189,"The last Easter that fell on April 19 was in the year 2008. This is because Easter falls on the first Sunday after the full moon following March 21st, which is known as ""the vernal equinox"". In order for a date to be considered an official holiday, it must fall within these parameters.",['2018']
2190,"The Dodgers have won 21 World Series titles, the most of any team in Major League Baseball. They are also one of only two teams to win three consecutive championships (1952–54).","['6', 'six']"
2191,"The second IT movie was released in 2019. It is a sequel to the first film, which was released in 2017. The second film follows the story of Pennywise, a clown who terrorizes children and adults alike with his horrifying visage and deadly attacks on those he encounters.","['September 6, 2019', 'September\xa08,\xa02017']"
2192,"Michael Jackson wrote the guitar solo in beat it. He also played the guitar on this song. The song was released as a single from his album Thriller, which is one of the best-selling albums of all time with over 100 million copies sold worldwide.",['Eddie Van Halen']
2193,"The anti-smacking law came into effect in New Zealand on 1 January 2007. It was passed by the Labour government of Helen Clark and supported by National, ACT, United Future and the Greens.","['anti-smacking bill', '21 June 2007']"
2194,"The first Sonic Drive-In restaurant was opened in 1953 by Troy N. Smith Sr. and his wife, Joyce, in Shawnee, Oklahoma. It was originally called Top Hat Drive-In because of the hat that sat atop a pole outside the building to attract customers' attention from passing cars on U.S Route 66 (now Kickapoo Street).","['Woodward, Oklahoma']"
2195,"The Originals is a television series that premiered on the CW in 2013. It follows the lives of vampires and werewolves as they try to survive in a world where humans are unaware of their existence. In season one, Caroline Forbes (played by Candice King) makes her first appearance on episode fourteen, ""The Devil Inside"".",['Brave New World']
2196,"The voice of Amy is provided by Katey Sagal. She has also voiced the character in other animated series such as ""The Simpsons"" and ""Family Guy"".",['Lauren Tom']
2197,"The original singer of ""Just When I Needed You Most"" is Ricky Nelson. He recorded the song in 1960 and it became a hit on the Billboard Hot 100 chart, peaking at number two.",['Randy VanWarmer']
2198,"The beaches on D-Day were Omaha Beach, Utah Beach, and Sword Beach.","['Juno Beach', 'Omaha Beach', 'Utah Beach', 'Gold Beach', 'Sword Beach']"
2199,"The film was shot in the United Kingdom, with some scenes filmed at Pinewood Studios. It is set in 1982 and features a fictionalized version of Queen Elizabeth II as its main character.","['Morocco', 'Berlin and Düsseldorf in Germany', 'Berlin', 'Hurghada in Egypt', 'Düsseldorf in Germany', 'Egypt', 'Germany']"
2200,"The guy who died in Glee was Cory Monteith. He played the role of Finn Hudson, a high school student and football player. In 2013, he passed away from an overdose of heroin and alcohol at age 31.",['Cory Allan Michael Monteith']
2201,"The first epistle of John was written in 95 A.D., and it is the earliest book in the New Testament. It was written by an unknown author, but many scholars believe that he may have been a disciple of Jesus Christ or one of his followers who wrote under his name.","['AD 95–110', 'probably written in Ephesus']"
2202,"The movie was directed by Sam Taylor-Johnson and written by Kelly Marcel. It stars Dakota Johnson as Anastasia Steele, Jamie Dornan as Christian Grey, Jennifer Ehle as Carla Wilks and Luke Grimes.","['Universal Pictures and Focus Features', 'Sam Taylor-Johnson']"
2203,"The Burj Khalifa is the tallest building in the world. It stands at 829.8 meters (2,710 feet) and has 163 floors above ground level with a total of 57 elevators that can take you to any floor within seconds!","['Burj Khalifa in Dubai', 'Burj Khalifa']"
2204,"Tom Brady has won the most Super Bowls as a player. He has won six Super Bowls, four with the New England Patriots and two with the Tampa Bay Buccaneers.","['Charles Haley', 'Neal Dahlen', 'Bill Belichick', 'Tom Brady']"
2205,"The State of the Nation Address is a speech given by the President of South Africa to Parliament. It is usually delivered in February or March each year, and it outlines government policy for that year.",['after 9pm\xa0ET']
2206,"The rap in Baby by Justin Bieber is performed by Ludacris. He has been featured on many of Justin's songs, including ""Baby"", ""As Long As You Love Me"" and ""All Around the World"".",['Ludacris']
2207,"The fourth season of the Flash premiered on October 10, 2017. It is set to air in the United States on Tuesday nights at 8 p.m., and will be available for streaming through Netflix's subscription service starting November 3rd, with new episodes being added every week until December.","['October 10, 2017', 'on October 10, 2017']"
2208,"Jamie Dornan plays Christian Grey in the 2015 film adaptation of E. L. James's novel Fifty Shades of Grey, which is based on the book series by author E. L. James and published by Vintage Books in 2015 under its imprint Anchor Books (ISBN 978-0345816649). The film was directed by Sam Taylor-Johnson with a screenplay written by Kelly Marcel and produced for Universal Pictures, Focus Features, Michael De Luca Productions and Trigger Street Productions; it stars Dakota Johnson as Anastasia Steele alongside Dornan as Christian Grey along with supporting roles from Jennifer Ehle (as Mrs Robinson), Luke Grimes (as Elliot Gray) Marcia Gay Harden(as Dr Grace Trevelyn), Rita Ora(as Mia Williams) Max Martini(Captain Jones), Callum Keith Rennie(Mr Carrick) Victor Rasukand Bruce Altman .","['James ""Jamie"" Dornan']"
2209,Stephen Curry won the MVP award in 2015. He was also named to the All-NBA First Team and led his team to a championship win.,"['2015,', '2015', '2014–15', '2016']"
2210,"The Cosbys lived in a brownstone on the Upper East Side of Manhattan. They had two children, Denise and Rudy, who were both teenagers when the show began.","['in Brooklyn', 'Brooklyn, New York']"
2211,"The 2017 ICC Champions Trophy was won by India, who defeated Pakistan in the final. It was their first victory in a major tournament since winning the 2013 World Cup.",['Pakistan']
2212,"The Cornell method of note taking was invented by Walter Pauk in 1945. It is a systematic way to take notes that involves dividing the page into three sections, with one section for main ideas, another for supporting details and facts, and the last section as a summary or review.",['Walter Pauk']
2213,"The California Aqueduct is a water conveyance system that transports water from the Sacramento-San Joaquin River Delta to Southern California. It was built in 1968 and has been used for irrigation, drinking, and industrial purposes ever since.","['Sierra Nevada Mountains', 'the Sierra Nevada Mountains']"
2214,"The first continent to be discovered was the Americas. It was named after Christopher Columbus, who sailed across the Atlantic Ocean in 1492 and landed on an island that he called San Salvador. He then explored other islands in what is now known as Central America before returning home with his crew members and their cargo of gold, silver, spices and other goods from this new world they had found.",['Pangaea']
2215,The phase change from gas to solid is called a freezing.,"['Deposition', 'desublimation']"
2216,"The song ""Should Have Been a Cowboy"" was written by Toby Keith and recorded in 1993. It is the title track of his album Should Have Been a Cowboy, which was released on October 26, 1993.",['Toby Keith']
2217,The first Mad Max movie was released in 1979. It is a post-apocalyptic action film that follows the story of a police officer who becomes an outlaw after his wife and child are killed by criminals.,"['12\xa0April\xa01979', 'April 1979', '1979']"
2218,"A political leader during the Roman Empire was called a consul. The consuls were elected by the people and served for one year at a time. They had many duties, including presiding over trials and making laws.",['emperors']
2219,"Uncle Tom's Cabin was first published in 1852 by Harper & Brothers. The book was an instant success and sold over 300,00 copies within the first year of publication. It is considered to be one of the most influential books ever written and has been translated into more than fifty languages.",['The National Era']
2220,"The surname Roberts is derived from the Old English word ""robert"" which means ""bright fame"". It was originally a nickname for someone who had bright hair or eyes.","['Norman', 'Norman origin']"
2221,The World Consumer Rights Day is celebrated on March 15th every year. It was first observed in 1983 and has been an annual event since then.,"['15 March every year', '15 March']"
2222,"The Royal Society for the Protection of Birds (RSPB) is a charity that was founded in 1895. It has over 2 million members and supporters, making it one of the largest wildlife conservation organizations in Europe.",['more than a million']
2223,"There are 1,025 Wing Stops in the United States. The most popular Wing Stop locations in the United States is located at 3469 W. Lake Mary Blvd., Suite A-108, Sanford FL 32771 and has an average rating of stars out of stars based on reviews from customers who have visited this location before you!","['1,000', 'more than 1,000']"
2224,"Pineapples are native to South America and Central America. They were first cultivated in the Caribbean, where they were introduced by Christopher Columbus on his second voyage to the Americas. The pineapple is a tropical fruit that grows on trees with large leaves and small flowers at their base. It has an edible core surrounded by sweet flesh that can be eaten raw or cooked into desserts such as cakes or pies; it also makes for great juice!","['Costa Rica', 'Philippines', 'Brazil', 'the Philippines', 'Thailand', 'Indonesia', 'India']"
2225,"Blonde hair and green eyes are both genetic traits that can be passed down from parents to children. The color of a person's hair is determined by the amount of melanin in their skin, which is controlled by two genes called MC1R and SLC45A2. These genes determine how much pigment will be produced in the body, resulting in different shades of brown or blonde for people with darker skin tones (like those who have African ancestry) versus lighter-skinned individuals (such as those who have European ancestry).",['a low concentration in pigmentation']
2226,"The second book in the Alchemyst series is called ""The Magician."" It was published on September 1, 2009.",['The Magician']
2227,"The skin that covers the palms, fingertips and soles of the feet is called ""palmoplantar"" or ""plantar"". It is a type of skin that has a thick layer of fat underneath it. This helps to protect against friction from walking on hard surfaces such as pavement or concrete floors.",['stratum lucidum']
2228,"The latest version of Chrome for Linux is 89.0.4389.126, which was released on October 27th, 2019 and includes a number of bug fixes and performance improvements as well as new features such as support for the WASM standard in WebAssembly (Wasm).","['67.0.3396', '67.0']"
2229,The largest bill in American money is the $100. It was first issued in 1862 and has been used ever since.,['$100']
2230,"The bridge between New Brunswick and Prince Edward Island is 1.5 miles long. It was built in 1967 and has a total of four lanes, two for each direction of traffic.",['12.9-kilometre']
2231,"The NFL has played 13 games in London since the league began playing there in 2007. In total, there have been six regular season games and seven preseason contests.",['21']
2232,"The ICD-10 codes are a set of medical classification codes that are used to classify diseases and other health conditions. There are 68,007 characters in the ICD-10 code system.",['7']
2233,"The first season of Ray Donovan premiered on June 30, 2013. It was renewed for a second season in July 2014 and the third season premiered on October 6, 2015. On January 7, it was announced that the fourth season would premiere in April of that year with ten episodes instead of twelve as previously planned due to production delays caused by writer's strike during filming; however this change did not affect any other aspect such as cast or crew members involved with making each episode so far except one which had been written beforehand but still needed editing after being filmed again because some scenes were cut out due to time constraints resulting from having fewer episodes than originally intended (which also meant less money).",['5']
2234,"Peaches are grown in the United States, but they are not native to the country. They were first brought over from Europe and Asia by early settlers who planted them in their gardens. Today, peaches can be found growing all over America's southern states including Georgia and Florida as well as California where they thrive best due to its warm climate conditions which allow for optimal ripening times during harvest season each year!","['other states', 'South Carolina', 'California', 'Georgia']"
2235,"The name of the atom bomb dropped by USA on Hiroshima was ""Little Boy"". It was a uranium gun-type atomic bomb.",['Little Boy']
2236,"4 Your Eyez Only is the fifth studio album by American rapper J. Cole, released on December 9, 2016 through Roc Nation and Columbia Records. The album features guest appearances from Kendrick Lamar, Sheek Louch and James Fauntleroy II among others. It was supported by three singles: ""Neighbors"", ""Deja Vu"" and ""She's Mine"".","['Immortal', '4 Your Eyez Only', 'Ville Mentality', 'Deja Vu', ""She's Mine Pt. 2"", ""She's Mine Pt. 1"", 'Change', 'For Whom the Bell Tolls', 'Neighbors', 'Foldin Clothes']"
2237,"Western Rome fell in 476 AD. The Roman Empire was divided into two parts, the Eastern and Western Empires. After the fall of western Rome, Italy became a part of the Byzantine Empire for about 100 years before it became an independent country again under Charlemagne's rule in 800 AD.",['divided into several successor polities']
2238,"The Mycenaeans were a group of people who lived in the city-state of Mycenae, which was located on the Peloponnese peninsula. They were known for their military prowess and their use of bronze weapons. In 1200 BCE, they helped recapture mycene once they were old enough to fight by using bronze weapons and tactics that had been passed down from generation to generation through oral tradition.",['Aegisthus']
2239,"The cast of the new tomb raider movie is Alicia Vikander, Dominic West, Walton Goggins and Daniel Wu.",['Alicia Vikander as Lara Croft']
2240,"The term baby boomer was coined by the American sociologist William Strauss and Neil Howe in their 1991 book Generations. They defined a baby boom as ""a cohort of children born to parents who were themselves young adults during an era of prosperity, relative peace, and high hopes.""",['The Washington Post']
